WHOREGION,FLUSEASON,HEMISPHERE,COUNTRY_AREA_TERRITORY,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,RSV
AMR,YR,NH,Costa Rica,2021-05-30,2021,22,0
AMR,YR,NH,Costa Rica,2021-06-06,2021,23,1
AMR,YR,NH,Costa Rica,2021-06-06,2021,23,2
AMR,YR,NH,Costa Rica,2021-06-13,2021,24,0
AMR,YR,NH,Costa Rica,2021-06-13,2021,24,0
AMR,YR,NH,Costa Rica,2021-06-20,2021,25,1
AMR,YR,NH,Costa Rica,2021-06-20,2021,25,1
AMR,YR,NH,Costa Rica,2021-06-27,2021,26,3
AMR,YR,NH,Costa Rica,2021-06-27,2021,26,2
AMR,YR,NH,Costa Rica,2021-07-04,2021,27,4
AMR,YR,NH,Costa Rica,2021-07-04,2021,27,3
AMR,YR,NH,Costa Rica,2021-07-11,2021,28,5
AMR,YR,NH,Costa Rica,2021-07-11,2021,28,2
AMR,YR,NH,Costa Rica,2021-07-18,2021,29,5
AMR,YR,NH,Costa Rica,2021-07-18,2021,29,5
AMR,YR,NH,Costa Rica,2021-07-25,2021,30,5
AMR,YR,NH,Costa Rica,2021-07-25,2021,30,15
AMR,YR,NH,Costa Rica,2021-08-01,2021,31,14
AMR,YR,NH,Costa Rica,2021-08-01,2021,31,11
AMR,YR,NH,Costa Rica,2021-08-08,2021,32,10
AMR,YR,NH,Costa Rica,2021-08-08,2021,32,13
AMR,YR,NH,Costa Rica,2021-08-15,2021,33,18
AMR,YR,NH,Costa Rica,2021-08-15,2021,33,9
AMR,YR,NH,Costa Rica,2021-08-22,2021,34,19
AMR,YR,NH,Costa Rica,2021-08-22,2021,34,20
AMR,YR,NH,Costa Rica,2021-08-29,2021,35,10
AMR,YR,NH,Costa Rica,2021-08-29,2021,35,6
AMR,YR,NH,Costa Rica,2021-09-05,2021,36,4
AMR,YR,NH,Costa Rica,2021-09-05,2021,36,23
AMR,YR,NH,Costa Rica,2021-09-12,2021,37,13
AMR,YR,NH,Costa Rica,2021-09-12,2021,37,25
AMR,YR,NH,Costa Rica,2021-09-19,2021,38,18
AMR,YR,NH,Costa Rica,2021-09-19,2021,38,23
AMR,YR,NH,Costa Rica,2021-09-26,2021,39,2
AMR,YR,NH,Costa Rica,2021-09-26,2021,39,16
AMR,YR,NH,Costa Rica,2021-10-03,2021,40,5
AMR,YR,NH,Costa Rica,2021-10-03,2021,40,7
AMR,YR,NH,Costa Rica,2021-10-10,2021,41,11
AMR,YR,NH,Costa Rica,2021-10-10,2021,41,6
AMR,YR,NH,Costa Rica,2021-10-17,2021,42,3
AMR,YR,NH,Costa Rica,2021-10-17,2021,42,4
AMR,YR,NH,Costa Rica,2021-10-24,2021,43,3
AMR,YR,NH,Costa Rica,2021-10-24,2021,43,4
AMR,YR,NH,Costa Rica,2021-10-31,2021,44,5
AMR,YR,NH,Costa Rica,2021-10-31,2021,44,9
AMR,YR,NH,Costa Rica,2021-11-07,2021,45,6
AMR,YR,NH,Costa Rica,2021-11-07,2021,45,3
AMR,YR,NH,Costa Rica,2021-11-14,2021,46,3
AMR,YR,NH,Costa Rica,2021-11-14,2021,46,0
AMR,YR,NH,Costa Rica,2021-11-21,2021,47,0
AMR,YR,NH,Costa Rica,2021-11-21,2021,47,2
AMR,YR,NH,Costa Rica,2021-11-28,2021,48,0
AMR,YR,NH,Costa Rica,2021-11-28,2021,48,0
AMR,YR,NH,Costa Rica,2021-12-05,2021,49,0
AMR,YR,NH,Costa Rica,2021-12-05,2021,49,0
AMR,YR,NH,Costa Rica,2021-12-12,2021,50,0
AMR,YR,NH,Costa Rica,2021-12-12,2021,50,0
AMR,YR,NH,Costa Rica,2021-12-19,2021,51,0
AMR,YR,NH,Costa Rica,2021-12-19,2021,51,0
AMR,YR,NH,Costa Rica,2021-12-26,2021,52,0
AMR,YR,NH,Costa Rica,2021-12-26,2021,52,0
AMR,YR,NH,Costa Rica,2022-01-02,2022,1,0
AMR,YR,NH,Costa Rica,2022-01-02,2022,1,0
AMR,YR,NH,Costa Rica,2022-01-09,2022,2,4
AMR,YR,NH,Costa Rica,2022-01-09,2022,2,4
AMR,YR,NH,Costa Rica,2022-01-16,2022,3,1
AMR,YR,NH,Costa Rica,2022-01-16,2022,3,1
AMR,YR,NH,Costa Rica,2022-01-23,2022,4,0
AMR,YR,NH,Costa Rica,2022-01-23,2022,4,5
AMR,YR,NH,Costa Rica,2022-01-30,2022,5,1
AMR,YR,NH,Costa Rica,2022-01-30,2022,5,3
AMR,YR,NH,Costa Rica,2022-02-06,2022,6,2
AMR,YR,NH,Costa Rica,2022-02-06,2022,6,2
AMR,YR,NH,Costa Rica,2022-02-13,2022,7,1
AMR,YR,NH,Costa Rica,2022-02-13,2022,7,0
AMR,YR,NH,Costa Rica,2022-02-20,2022,8,1
AMR,YR,NH,Costa Rica,2022-02-20,2022,8,0
AMR,YR,NH,Costa Rica,2022-02-27,2022,9,1
AMR,YR,NH,Costa Rica,2022-02-27,2022,9,1
AMR,YR,NH,Costa Rica,2022-03-06,2022,10,4
AMR,YR,NH,Costa Rica,2022-03-06,2022,10,4
AMR,YR,NH,Costa Rica,2022-03-13,2022,11,2
AMR,YR,NH,Costa Rica,2022-03-13,2022,11,6
AMR,YR,NH,Costa Rica,2022-03-20,2022,12,4
AMR,YR,NH,Costa Rica,2022-03-20,2022,12,4
AMR,YR,NH,Costa Rica,2022-03-27,2022,13,4
AMR,YR,NH,Costa Rica,2022-03-27,2022,13,2
AMR,YR,NH,Costa Rica,2022-04-03,2022,14,0
AMR,YR,NH,Costa Rica,2022-04-03,2022,14,9
AMR,YR,NH,Costa Rica,2022-04-10,2022,15,1
AMR,YR,NH,Costa Rica,2022-04-10,2022,15,4
AMR,YR,NH,Costa Rica,2022-04-17,2022,16,3
AMR,YR,NH,Costa Rica,2022-04-17,2022,16,0
AMR,YR,NH,Costa Rica,2022-04-24,2022,17,0
AMR,YR,NH,Costa Rica,2022-04-24,2022,17,5
AMR,YR,NH,Costa Rica,2022-05-01,2022,18,4
AMR,YR,NH,Costa Rica,2022-05-01,2022,18,0
AMR,YR,NH,Costa Rica,2022-05-08,2022,19,0
AMR,YR,NH,Costa Rica,2022-05-08,2022,19,0
AMR,YR,NH,Costa Rica,2022-05-15,2022,20,0
AMR,YR,NH,Costa Rica,2022-05-15,2022,20,0
AMR,YR,NH,Costa Rica,2022-05-22,2022,21,0
AMR,YR,NH,Costa Rica,2022-05-22,2022,21,0
AMR,YR,NH,Costa Rica,2022-05-29,2022,22,1
AMR,YR,NH,Costa Rica,2022-05-29,2022,22,0
AMR,YR,NH,Costa Rica,2022-06-05,2022,23,0
AMR,YR,NH,Costa Rica,2022-06-05,2022,23,0
AMR,YR,NH,Costa Rica,2022-06-12,2022,24,0
AMR,YR,NH,Costa Rica,2022-06-12,2022,24,0
AMR,YR,NH,Costa Rica,2022-06-19,2022,25,0
AMR,YR,NH,Costa Rica,2022-06-19,2022,25,0
AMR,YR,NH,Costa Rica,2022-06-26,2022,26,0
AMR,YR,NH,Costa Rica,2022-06-26,2022,26,1
AMR,YR,NH,Costa Rica,2022-07-03,2022,27,1
AMR,YR,NH,Costa Rica,2022-07-03,2022,27,0
AMR,YR,NH,Costa Rica,2022-07-10,2022,28,2
AMR,YR,NH,Costa Rica,2022-07-10,2022,28,6
AMR,YR,NH,Costa Rica,2022-07-17,2022,29,8
AMR,YR,NH,Costa Rica,2022-07-17,2022,29,3
AMR,YR,NH,Costa Rica,2022-07-24,2022,30,0
AMR,YR,NH,Costa Rica,2022-07-24,2022,30,4
AMR,YR,NH,Costa Rica,2022-07-31,2022,31,2
AMR,YR,NH,Costa Rica,2022-07-31,2022,31,7
AMR,YR,NH,Costa Rica,2022-08-07,2022,32,10
AMR,YR,NH,Costa Rica,2022-08-07,2022,32,8
AMR,YR,NH,Costa Rica,2022-08-14,2022,33,11
AMR,YR,NH,Costa Rica,2022-08-14,2022,33,10
AMR,YR,NH,Costa Rica,2022-08-21,2022,34,11
AMR,YR,NH,Costa Rica,2022-08-21,2022,34,4
AMR,YR,NH,Costa Rica,2022-08-28,2022,35,3
AMR,YR,NH,Costa Rica,2022-08-28,2022,35,2
AMR,YR,NH,Costa Rica,2022-09-04,2022,36,7
AMR,YR,NH,Costa Rica,2022-09-04,2022,36,4
AMR,YR,NH,Costa Rica,2022-09-11,2022,37,3
AMR,YR,NH,Costa Rica,2022-09-11,2022,37,11
AMR,YR,NH,Costa Rica,2022-09-18,2022,38,9
AMR,YR,NH,Costa Rica,2022-09-18,2022,38,8
AMR,YR,NH,Costa Rica,2022-09-25,2022,39,6
AMR,YR,NH,Costa Rica,2022-09-25,2022,39,13
AMR,YR,NH,Costa Rica,2022-10-02,2022,40,5
AMR,YR,NH,Costa Rica,2022-10-02,2022,40,1
AMR,YR,NH,Costa Rica,2022-10-09,2022,41,2
AMR,YR,NH,Costa Rica,2022-10-09,2022,41,13
AMR,YR,NH,Costa Rica,2022-10-16,2022,42,4
AMR,YR,NH,Costa Rica,2022-10-16,2022,42,9
AMR,YR,NH,Costa Rica,2022-10-23,2022,43,2
AMR,YR,NH,Costa Rica,2022-10-23,2022,43,2
AMR,YR,NH,Costa Rica,2022-10-30,2022,44,0
AMR,YR,NH,Costa Rica,2022-10-30,2022,44,0
AMR,YR,NH,Costa Rica,2022-11-06,2022,45,0
AMR,YR,NH,Costa Rica,2022-11-06,2022,45,0
AMR,YR,NH,Cuba,2015-01-04,2015,1,1
AMR,YR,NH,Cuba,2015-01-11,2015,2,9
AMR,YR,NH,Cuba,2015-01-18,2015,3,8
AMR,YR,NH,Cuba,2015-01-25,2015,4,7
AMR,YR,NH,Cuba,2015-02-01,2015,5,11
AMR,YR,NH,Cuba,2015-02-08,2015,6,7
AMR,YR,NH,Cuba,2015-02-15,2015,7,3
AMR,YR,NH,Cuba,2015-02-22,2015,8,2
AMR,YR,NH,Cuba,2015-03-01,2015,9,2
AMR,YR,NH,Cuba,2015-03-08,2015,10,2
AMR,YR,NH,Cuba,2015-03-15,2015,11,2
AMR,YR,NH,Cuba,2015-03-22,2015,12,1
AMR,YR,NH,Cuba,2015-03-29,2015,13,0
AMR,YR,NH,Cuba,2015-04-05,2015,14,1
AMR,YR,NH,Cuba,2015-04-12,2015,15,4
AMR,YR,NH,Cuba,2015-04-19,2015,16,3
AMR,YR,NH,Cuba,2015-04-26,2015,17,1
AMR,YR,NH,Cuba,2015-05-03,2015,18,3
AMR,YR,NH,Cuba,2015-05-10,2015,19,0
AMR,YR,NH,Cuba,2015-05-17,2015,20,1
AMR,YR,NH,Cuba,2015-05-24,2015,21,1
AMR,YR,NH,Cuba,2015-05-31,2015,22,3
AMR,YR,NH,Cuba,2015-06-07,2015,23,2
AMR,YR,NH,Cuba,2015-06-14,2015,24,3
AMR,YR,NH,Cuba,2015-06-21,2015,25,4
AMR,YR,NH,Cuba,2015-06-28,2015,26,5
AMR,YR,NH,Cuba,2015-07-05,2015,27,22
AMR,YR,NH,Cuba,2015-07-12,2015,28,15
AMR,YR,NH,Cuba,2015-07-19,2015,29,15
AMR,YR,NH,Cuba,2015-07-26,2015,30,29
AMR,YR,NH,Cuba,2015-08-02,2015,31,25
AMR,YR,NH,Cuba,2015-08-09,2015,32,35
AMR,YR,NH,Cuba,2015-08-16,2015,33,47
AMR,YR,NH,Cuba,2015-08-23,2015,34,50
AMR,YR,NH,Cuba,2015-08-30,2015,35,32
AMR,YR,NH,Cuba,2015-09-06,2015,36,32
AMR,YR,NH,Cuba,2015-09-13,2015,37,53
AMR,YR,NH,Cuba,2015-09-20,2015,38,78
AMR,YR,NH,Cuba,2015-09-27,2015,39,51
AMR,YR,NH,Cuba,2015-10-04,2015,40,63
AMR,YR,NH,Cuba,2015-10-11,2015,41,67
AMR,YR,NH,Cuba,2015-10-18,2015,42,50
AMR,YR,NH,Cuba,2015-10-25,2015,43,30
AMR,YR,NH,Cuba,2015-11-01,2015,44,34
AMR,YR,NH,Cuba,2015-11-08,2015,45,20
AMR,YR,NH,Cuba,2015-11-15,2015,46,16
AMR,YR,NH,Cuba,2015-11-22,2015,47,12
AMR,YR,NH,Cuba,2015-11-29,2015,48,7
AMR,YR,NH,Cuba,2015-12-06,2015,49,7
AMR,YR,NH,Cuba,2015-12-13,2015,50,4
AMR,YR,NH,Cuba,2015-12-20,2015,51,1
AMR,YR,NH,Cuba,2015-12-27,2015,52,2
AMR,YR,NH,Cuba,2016-01-03,2016,1,1
AMR,YR,NH,Cuba,2016-01-10,2016,2,6
AMR,YR,NH,Cuba,2016-01-17,2016,3,1
AMR,YR,NH,Cuba,2016-01-24,2016,4,7
AMR,YR,NH,Cuba,2016-01-31,2016,5,1
AMR,YR,NH,Cuba,2016-02-07,2016,6,1
AMR,YR,NH,Cuba,2016-02-14,2016,7,0
AMR,YR,NH,Cuba,2016-02-21,2016,8,0
AMR,YR,NH,Cuba,2016-02-28,2016,9,0
AMR,YR,NH,Cuba,2016-03-06,2016,10,0
AMR,YR,NH,Cuba,2016-03-13,2016,11,0
AMR,YR,NH,Cuba,2016-03-20,2016,12,0
AMR,YR,NH,Cuba,2016-03-27,2016,13,0
AMR,YR,NH,Cuba,2016-04-03,2016,14,0
AMR,YR,NH,Cuba,2016-04-10,2016,15,0
AMR,YR,NH,Cuba,2016-04-17,2016,16,0
AMR,YR,NH,Cuba,2016-04-24,2016,17,0
AMR,YR,NH,Cuba,2016-05-01,2016,18,0
AMR,YR,NH,Cuba,2016-05-08,2016,19,0
AMR,YR,NH,Cuba,2016-05-15,2016,20,1
AMR,YR,NH,Cuba,2016-05-22,2016,21,0
AMR,YR,NH,Cuba,2016-05-29,2016,22,0
AMR,YR,NH,Cuba,2016-06-05,2016,23,0
AMR,YR,NH,Cuba,2016-06-12,2016,24,0
AMR,YR,NH,Cuba,2016-06-19,2016,25,1
AMR,YR,NH,Cuba,2016-06-26,2016,26,0
AMR,YR,NH,Cuba,2016-07-03,2016,27,1
AMR,YR,NH,Cuba,2016-07-10,2016,28,0
AMR,YR,NH,Cuba,2016-07-17,2016,29,0
AMR,YR,NH,Cuba,2016-07-24,2016,30,1
AMR,YR,NH,Cuba,2016-07-31,2016,31,0
AMR,YR,NH,Cuba,2016-08-07,2016,32,0
AMR,YR,NH,Cuba,2016-08-14,2016,33,0
AMR,YR,NH,Cuba,2016-08-21,2016,34,1
AMR,YR,NH,Cuba,2016-08-28,2016,35,2
AMR,YR,NH,Cuba,2016-09-04,2016,36,6
AMR,YR,NH,Cuba,2016-09-11,2016,37,1
AMR,YR,NH,Cuba,2016-09-18,2016,38,3
AMR,YR,NH,Cuba,2016-09-25,2016,39,3
AMR,YR,NH,Cuba,2016-10-02,2016,40,7
AMR,YR,NH,Cuba,2016-10-09,2016,41,8
AMR,YR,NH,Cuba,2016-10-16,2016,42,13
AMR,YR,NH,Cuba,2016-10-23,2016,43,5
AMR,YR,NH,Cuba,2016-10-30,2016,44,19
AMR,YR,NH,Cuba,2016-11-06,2016,45,10
AMR,YR,NH,Cuba,2016-11-13,2016,46,6
AMR,YR,NH,Cuba,2016-11-20,2016,47,3
AMR,YR,NH,Cuba,2016-11-27,2016,48,5
AMR,YR,NH,Cuba,2016-12-04,2016,49,3
AMR,YR,NH,Cuba,2016-12-11,2016,50,9
AMR,YR,NH,Cuba,2016-12-18,2016,51,3
AMR,YR,NH,Cuba,2016-12-25,2016,52,9
AMR,YR,NH,Cuba,2017-01-01,2017,1,7
AMR,YR,NH,Cuba,2017-01-08,2017,2,8
AMR,YR,NH,Cuba,2017-01-15,2017,3,8
AMR,YR,NH,Cuba,2017-01-22,2017,4,6
AMR,YR,NH,Cuba,2017-01-29,2017,5,4
AMR,YR,NH,Cuba,2017-02-05,2017,6,6
AMR,YR,NH,Cuba,2017-02-12,2017,7,9
AMR,YR,NH,Cuba,2017-02-19,2017,8,2
AMR,YR,NH,Cuba,2017-02-26,2017,9,5
AMR,YR,NH,Cuba,2017-03-05,2017,10,7
AMR,YR,NH,Cuba,2017-03-12,2017,11,4
AMR,YR,NH,Cuba,2017-03-19,2017,12,5
AMR,YR,NH,Cuba,2017-03-26,2017,13,7
AMR,YR,NH,Cuba,2017-04-02,2017,14,3
AMR,YR,NH,Cuba,2017-04-09,2017,15,2
AMR,YR,NH,Cuba,2017-04-16,2017,16,2
AMR,YR,NH,Cuba,2017-04-23,2017,17,2
AMR,YR,NH,Cuba,2017-04-30,2017,18,0
AMR,YR,NH,Cuba,2017-05-07,2017,19,0
AMR,YR,NH,Cuba,2017-05-14,2017,20,1
AMR,YR,NH,Cuba,2017-05-21,2017,21,0
AMR,YR,NH,Cuba,2017-05-28,2017,22,2
AMR,YR,NH,Cuba,2017-06-04,2017,23,1
AMR,YR,NH,Cuba,2017-06-11,2017,24,3
AMR,YR,NH,Cuba,2017-06-18,2017,25,0
AMR,YR,NH,Cuba,2017-06-25,2017,26,5
AMR,YR,NH,Cuba,2017-07-02,2017,27,8
AMR,YR,NH,Cuba,2017-07-09,2017,28,5
AMR,YR,NH,Cuba,2017-07-16,2017,29,3
AMR,YR,NH,Cuba,2017-07-23,2017,30,9
AMR,YR,NH,Cuba,2017-07-30,2017,31,14
AMR,YR,NH,Cuba,2017-08-06,2017,32,20
AMR,YR,NH,Cuba,2017-08-13,2017,33,14
AMR,YR,NH,Cuba,2017-08-20,2017,34,15
AMR,YR,NH,Cuba,2017-08-27,2017,35,20
AMR,YR,NH,Cuba,2017-09-03,2017,36,13
AMR,YR,NH,Cuba,2017-09-10,2017,37,24
AMR,YR,NH,Cuba,2017-09-17,2017,38,13
AMR,YR,NH,Cuba,2017-09-24,2017,39,21
AMR,YR,NH,Cuba,2017-10-01,2017,40,15
AMR,YR,NH,Cuba,2017-10-08,2017,41,8
AMR,YR,NH,Cuba,2017-10-15,2017,42,9
AMR,YR,NH,Cuba,2017-10-22,2017,43,5
AMR,YR,NH,Cuba,2017-10-29,2017,44,10
AMR,YR,NH,Cuba,2017-11-05,2017,45,6
AMR,YR,NH,Cuba,2017-11-12,2017,46,3
AMR,YR,NH,Cuba,2017-11-19,2017,47,1
AMR,YR,NH,Cuba,2017-11-26,2017,48,1
AMR,YR,NH,Cuba,2017-12-03,2017,49,0
AMR,YR,NH,Cuba,2017-12-10,2017,50,0
AMR,YR,NH,Cuba,2017-12-17,2017,51,0
AMR,YR,NH,Cuba,2017-12-31,2018,1,0
AMR,YR,NH,Cuba,2018-01-07,2018,2,0
AMR,YR,NH,Cuba,2018-01-14,2018,3,0
AMR,YR,NH,Cuba,2018-01-21,2018,4,0
AMR,YR,NH,Cuba,2018-01-28,2018,5,0
AMR,YR,NH,Cuba,2018-02-04,2018,6,0
AMR,YR,NH,Cuba,2018-02-11,2018,7,0
AMR,YR,NH,Cuba,2018-02-18,2018,8,0
AMR,YR,NH,Cuba,2018-02-25,2018,9,0
AMR,YR,NH,Cuba,2018-03-04,2018,10,0
AMR,YR,NH,Cuba,2018-03-11,2018,11,0
AMR,YR,NH,Cuba,2018-03-18,2018,12,0
AMR,YR,NH,Cuba,2018-03-25,2018,13,0
AMR,YR,NH,Cuba,2018-04-01,2018,14,0
AMR,YR,NH,Cuba,2018-04-08,2018,15,0
AMR,YR,NH,Cuba,2018-04-15,2018,16,0
AMR,YR,NH,Cuba,2018-04-22,2018,17,0
AMR,YR,NH,Cuba,2018-04-29,2018,18,0
AMR,YR,NH,Cuba,2018-05-06,2018,19,0
AMR,YR,NH,Cuba,2018-05-13,2018,20,0
AMR,YR,NH,Cuba,2018-05-20,2018,21,0
AMR,YR,NH,Cuba,2018-05-27,2018,22,0
AMR,YR,NH,Cuba,2018-06-03,2018,23,0
AMR,YR,NH,Cuba,2018-06-10,2018,24,0
AMR,YR,NH,Cuba,2018-06-17,2018,25,0
AMR,YR,NH,Cuba,2018-06-24,2018,26,0
AMR,YR,NH,Cuba,2018-07-01,2018,27,0
AMR,YR,NH,Cuba,2018-07-08,2018,28,0
AMR,YR,NH,Cuba,2018-07-15,2018,29,0
AMR,YR,NH,Cuba,2018-07-22,2018,30,0
AMR,YR,NH,Cuba,2018-07-29,2018,31,0
AMR,YR,NH,Cuba,2018-08-05,2018,32,0
AMR,YR,NH,Cuba,2018-08-12,2018,33,0
AMR,YR,NH,Cuba,2018-08-19,2018,34,0
AMR,YR,NH,Cuba,2018-08-26,2018,35,0
AMR,YR,NH,Cuba,2018-09-02,2018,36,0
AMR,YR,NH,Cuba,2018-09-09,2018,37,0
AMR,YR,NH,Cuba,2018-09-16,2018,38,0
AMR,YR,NH,Cuba,2018-09-23,2018,39,1
AMR,YR,NH,Cuba,2018-09-30,2018,40,0
AMR,YR,NH,Cuba,2018-10-07,2018,41,0
AMR,YR,NH,Cuba,2018-10-14,2018,42,0
AMR,YR,NH,Cuba,2018-10-21,2018,43,8
AMR,YR,NH,Cuba,2018-10-28,2018,44,5
AMR,YR,NH,Cuba,2018-11-04,2018,45,5
AMR,YR,NH,Cuba,2018-11-11,2018,46,4
AMR,YR,NH,Cuba,2018-11-18,2018,47,4
AMR,YR,NH,Cuba,2018-11-25,2018,48,5
AMR,YR,NH,Cuba,2018-12-02,2018,49,13
AMR,YR,NH,Cuba,2018-12-09,2018,50,8
AMR,YR,NH,Cuba,2018-12-16,2018,51,4
AMR,YR,NH,Cuba,2018-12-23,2018,52,4
AMR,YR,NH,Cuba,2018-12-30,2019,1,3
AMR,YR,NH,Cuba,2019-01-06,2019,2,2
AMR,YR,NH,Cuba,2019-01-13,2019,3,2
AMR,YR,NH,Cuba,2019-01-20,2019,4,6
AMR,YR,NH,Cuba,2019-01-27,2019,5,7
AMR,YR,NH,Cuba,2019-02-03,2019,6,14
AMR,YR,NH,Cuba,2019-02-10,2019,7,4
AMR,YR,NH,Cuba,2019-02-17,2019,8,0
AMR,YR,NH,Cuba,2019-02-24,2019,9,8
AMR,YR,NH,Cuba,2019-03-03,2019,10,0
AMR,YR,NH,Cuba,2019-03-10,2019,11,8
AMR,YR,NH,Cuba,2019-03-17,2019,12,16
AMR,YR,NH,Cuba,2019-03-24,2019,13,16
AMR,YR,NH,Cuba,2019-03-31,2019,14,11
AMR,YR,NH,Cuba,2019-04-07,2019,15,9
AMR,YR,NH,Cuba,2019-04-14,2019,16,8
AMR,YR,NH,Cuba,2019-04-21,2019,17,2
AMR,YR,NH,Cuba,2019-04-28,2019,18,0
AMR,YR,NH,Cuba,2019-05-05,2019,19,0
AMR,YR,NH,Cuba,2019-05-12,2019,20,0
AMR,YR,NH,Cuba,2019-05-19,2019,21,0
AMR,YR,NH,Cuba,2019-05-26,2019,22,0
AMR,YR,NH,Cuba,2019-06-02,2019,23,0
AMR,YR,NH,Cuba,2019-06-09,2019,24,0
AMR,YR,NH,Cuba,2019-06-16,2019,25,1
AMR,YR,NH,Cuba,2019-06-23,2019,26,4
AMR,YR,NH,Cuba,2019-06-30,2019,27,4
AMR,YR,NH,Cuba,2019-07-07,2019,28,3
AMR,YR,NH,Cuba,2019-07-14,2019,29,13
AMR,YR,NH,Cuba,2019-07-21,2019,30,12
AMR,YR,NH,Cuba,2019-07-28,2019,31,9
AMR,YR,NH,Cuba,2019-08-04,2019,32,19
AMR,YR,NH,Cuba,2019-08-11,2019,33,21
AMR,YR,NH,Cuba,2019-08-18,2019,34,27
AMR,YR,NH,Cuba,2019-08-25,2019,35,17
AMR,YR,NH,Cuba,2019-09-01,2019,36,25
AMR,YR,NH,Cuba,2019-09-08,2019,37,12
AMR,YR,NH,Cuba,2019-09-15,2019,38,17
AMR,YR,NH,Cuba,2019-09-22,2019,39,19
AMR,YR,NH,Cuba,2019-09-29,2019,40,20
AMR,YR,NH,Cuba,2019-10-06,2019,41,29
AMR,YR,NH,Cuba,2019-10-13,2019,42,4
AMR,YR,NH,Cuba,2019-10-20,2019,43,18
AMR,YR,NH,Cuba,2019-10-27,2019,44,6
AMR,YR,NH,Cuba,2019-11-03,2019,45,4
AMR,YR,NH,Cuba,2019-11-10,2019,46,4
AMR,YR,NH,Cuba,2019-11-17,2019,47,2
AMR,YR,NH,Cuba,2019-11-24,2019,48,8
AMR,YR,NH,Cuba,2019-12-01,2019,49,0
AMR,YR,NH,Cuba,2019-12-08,2019,50,0
AMR,YR,NH,Cuba,2019-12-15,2019,51,3
AMR,YR,NH,Cuba,2019-12-29,2020,1,2
AMR,YR,NH,Cuba,2019-12-29,2020,1,2
AMR,YR,NH,Cuba,2020-01-05,2020,2,1
AMR,YR,NH,Cuba,2020-01-05,2020,2,1
AMR,YR,NH,Cuba,2020-01-12,2020,3,0
AMR,YR,NH,Cuba,2020-01-12,2020,3,0
AMR,YR,NH,Cuba,2020-01-19,2020,4,1
AMR,YR,NH,Cuba,2020-01-19,2020,4,1
AMR,YR,NH,Cuba,2020-01-26,2020,5,0
AMR,YR,NH,Cuba,2020-01-26,2020,5,0
AMR,YR,NH,Cuba,2020-02-02,2020,6,0
AMR,YR,NH,Cuba,2020-02-02,2020,6,0
AMR,YR,NH,Cuba,2020-02-09,2020,7,1
AMR,YR,NH,Cuba,2020-02-09,2020,7,1
AMR,YR,NH,Cuba,2020-02-16,2020,8,0
AMR,YR,NH,Cuba,2020-02-16,2020,8,0
AMR,YR,NH,Cuba,2020-02-23,2020,9,0
AMR,YR,NH,Cuba,2020-02-23,2020,9,0
AMR,YR,NH,Cuba,2020-03-01,2020,10,0
AMR,YR,NH,Cuba,2020-03-01,2020,10,1
AMR,YR,NH,Dominica,2015-11-08,2015,45,1
AMR,YR,NH,Dominica,2015-11-22,2015,47,1
AMR,YR,NH,Dominica,2017-11-05,2017,45,2
AMR,YR,NH,Dominica,2017-11-12,2017,46,1
AMR,YR,NH,Dominica,2017-11-19,2017,47,1
AMR,YR,NH,Dominica,2018-01-07,2018,2,1
AMR,YR,NH,Dominica,2018-01-14,2018,3,3
AMR,YR,NH,Dominica,2018-01-21,2018,4,2
AMR,YR,NH,Dominica,2018-01-28,2018,5,2
AMR,YR,NH,Dominica,2018-02-04,2018,6,2
AMR,YR,NH,Dominica,2018-02-11,2018,7,2
AMR,YR,NH,Dominica,2018-02-18,2018,8,1
AMR,YR,NH,Dominica,2018-09-09,2018,37,1
AMR,YR,NH,Dominica,2018-10-21,2018,43,1
AMR,YR,NH,Dominica,2018-10-28,2018,44,3
AMR,YR,NH,Dominica,2019-01-06,2019,2,1
AMR,YR,NH,Dominica,2019-03-17,2019,12,1
AMR,YR,NH,Dominica,2022-01-02,2022,1,0
AMR,YR,NH,Dominica,2022-01-09,2022,2,0
AMR,YR,NH,Dominica,2022-01-16,2022,3,0
AMR,YR,NH,Dominica,2022-01-23,2022,4,0
AMR,YR,NH,Dominica,2022-01-30,2022,5,0
AMR,YR,NH,Dominica,2022-02-06,2022,6,0
AMR,YR,NH,Dominica,2022-02-13,2022,7,0
AMR,YR,NH,Dominica,2022-02-20,2022,8,0
AMR,YR,NH,Dominica,2022-02-27,2022,9,0
AMR,YR,NH,Dominica,2022-03-06,2022,10,0
AMR,YR,NH,Dominica,2022-03-13,2022,11,0
AMR,YR,NH,Dominica,2022-03-20,2022,12,0
AMR,YR,NH,Dominica,2022-03-27,2022,13,0
AMR,YR,NH,Dominica,2022-04-03,2022,14,0
AMR,YR,NH,Dominica,2022-04-10,2022,15,0
AMR,YR,NH,Dominica,2022-04-17,2022,16,0
AMR,YR,NH,Dominica,2022-04-24,2022,17,0
AMR,YR,NH,Dominica,2022-05-01,2022,18,0
AMR,YR,NH,Dominica,2022-05-08,2022,19,0
AMR,YR,NH,Dominica,2022-05-15,2022,20,0
AMR,YR,NH,Dominica,2022-05-22,2022,21,0
AMR,YR,NH,Dominica,2022-05-29,2022,22,0
AMR,YR,NH,Dominica,2022-06-05,2022,23,0
