WHOREGION,FLUSEASON,HEMISPHERE,COUNTRY_AREA_TERRITORY,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,RSV
EUR,NH,NH,Romania,2022-08-07,2022,32,0
EUR,NH,NH,Romania,2022-08-14,2022,33,0
EUR,NH,NH,Romania,2022-08-14,2022,33,0
EUR,NH,NH,Romania,2022-08-21,2022,34,0
EUR,NH,NH,Romania,2022-08-21,2022,34,0
EUR,NH,NH,Romania,2022-08-28,2022,35,0
EUR,NH,NH,Romania,2022-08-28,2022,35,0
EUR,NH,NH,Romania,2022-09-04,2022,36,0
EUR,NH,NH,Romania,2022-09-04,2022,36,0
EUR,NH,NH,Romania,2022-09-11,2022,37,0
EUR,NH,NH,Romania,2022-09-11,2022,37,0
EUR,NH,NH,Romania,2022-09-18,2022,38,0
EUR,NH,NH,Romania,2022-09-18,2022,38,0
EUR,NH,NH,Romania,2022-09-25,2022,39,0
EUR,NH,NH,Romania,2022-09-25,2022,39,0
EUR,NH,NH,Romania,2022-10-02,2022,40,0
EUR,NH,NH,Romania,2022-10-02,2022,40,0
EUR,NH,NH,Romania,2022-10-09,2022,41,0
EUR,NH,NH,Romania,2022-10-09,2022,41,0
EUR,NH,NH,Romania,2022-10-16,2022,42,0
EUR,NH,NH,Romania,2022-10-16,2022,42,0
EUR,NH,NH,Romania,2022-10-23,2022,43,0
EUR,NH,NH,Romania,2022-10-23,2022,43,0
EUR,NH,NH,Romania,2022-10-30,2022,44,0
EUR,NH,NH,Romania,2022-10-30,2022,44,0
EUR,NH,NH,Romania,2022-11-06,2022,45,0
EUR,NH,NH,Romania,2022-11-06,2022,45,0
EUR,NH,NH,Russian Federation,2010-12-26,2010,52,0
EUR,NH,NH,Russian Federation,2011-01-02,2011,1,0
EUR,NH,NH,Russian Federation,2011-01-09,2011,2,0
EUR,NH,NH,Russian Federation,2011-01-16,2011,3,0
EUR,NH,NH,Russian Federation,2011-01-23,2011,4,0
EUR,NH,NH,Russian Federation,2011-01-30,2011,5,0
EUR,NH,NH,Russian Federation,2011-02-06,2011,6,0
EUR,NH,NH,Russian Federation,2011-02-13,2011,7,0
EUR,NH,NH,Russian Federation,2011-02-20,2011,8,0
EUR,NH,NH,Russian Federation,2011-02-27,2011,9,0
EUR,NH,NH,Russian Federation,2011-03-06,2011,10,0
EUR,NH,NH,Russian Federation,2011-03-13,2011,11,0
EUR,NH,NH,Russian Federation,2011-03-20,2011,12,0
EUR,NH,NH,Russian Federation,2011-03-27,2011,13,0
EUR,NH,NH,Russian Federation,2011-04-03,2011,14,0
EUR,NH,NH,Russian Federation,2011-04-10,2011,15,0
EUR,NH,NH,Russian Federation,2011-04-17,2011,16,0
EUR,NH,NH,Russian Federation,2011-04-24,2011,17,0
EUR,NH,NH,Russian Federation,2011-05-01,2011,18,0
EUR,NH,NH,Russian Federation,2011-05-08,2011,19,0
EUR,NH,NH,Russian Federation,2011-05-15,2011,20,0
EUR,NH,NH,Russian Federation,2011-05-22,2011,21,0
EUR,NH,NH,Russian Federation,2011-05-29,2011,22,0
EUR,NH,NH,Russian Federation,2011-06-05,2011,23,0
EUR,NH,NH,Russian Federation,2011-06-12,2011,24,0
EUR,NH,NH,Russian Federation,2011-06-19,2011,25,0
EUR,NH,NH,Russian Federation,2011-06-26,2011,26,0
EUR,NH,NH,Russian Federation,2011-07-03,2011,27,0
EUR,NH,NH,Russian Federation,2011-07-10,2011,28,0
EUR,NH,NH,Russian Federation,2011-07-17,2011,29,0
EUR,NH,NH,Russian Federation,2011-07-31,2011,31,0
EUR,NH,NH,Russian Federation,2011-08-07,2011,32,0
EUR,NH,NH,Russian Federation,2011-08-14,2011,33,0
EUR,NH,NH,Russian Federation,2011-08-21,2011,34,0
EUR,NH,NH,Russian Federation,2011-08-28,2011,35,0
EUR,NH,NH,Russian Federation,2011-09-04,2011,36,0
EUR,NH,NH,Russian Federation,2011-09-11,2011,37,0
EUR,NH,NH,Russian Federation,2011-09-18,2011,38,0
EUR,NH,NH,Russian Federation,2011-09-25,2011,39,0
EUR,NH,NH,Russian Federation,2011-10-02,2011,40,0
EUR,NH,NH,Russian Federation,2011-10-09,2011,41,0
EUR,NH,NH,Russian Federation,2011-10-16,2011,42,0
EUR,NH,NH,Russian Federation,2011-10-23,2011,43,0
EUR,NH,NH,Russian Federation,2011-10-30,2011,44,0
EUR,NH,NH,Russian Federation,2011-11-06,2011,45,0
EUR,NH,NH,Russian Federation,2011-11-13,2011,46,0
EUR,NH,NH,Russian Federation,2011-11-20,2011,47,0
EUR,NH,NH,Russian Federation,2011-11-27,2011,48,0
EUR,NH,NH,Russian Federation,2011-12-04,2011,49,0
EUR,NH,NH,Russian Federation,2011-12-11,2011,50,0
EUR,NH,NH,Russian Federation,2011-12-18,2011,51,0
EUR,NH,NH,Russian Federation,2011-12-25,2011,52,0
EUR,NH,NH,Russian Federation,2012-01-01,2012,1,0
EUR,NH,NH,Russian Federation,2012-01-08,2012,2,0
EUR,NH,NH,Russian Federation,2012-01-15,2012,3,0
EUR,NH,NH,Russian Federation,2012-01-22,2012,4,0
EUR,NH,NH,Russian Federation,2012-01-29,2012,5,0
EUR,NH,NH,Russian Federation,2012-02-05,2012,6,0
EUR,NH,NH,Russian Federation,2012-02-12,2012,7,0
EUR,NH,NH,Russian Federation,2012-02-19,2012,8,0
EUR,NH,NH,Russian Federation,2012-02-26,2012,9,0
EUR,NH,NH,Russian Federation,2012-03-04,2012,10,0
EUR,NH,NH,Russian Federation,2012-03-11,2012,11,0
EUR,NH,NH,Russian Federation,2012-03-18,2012,12,0
EUR,NH,NH,Russian Federation,2012-03-25,2012,13,0
EUR,NH,NH,Russian Federation,2012-04-01,2012,14,0
EUR,NH,NH,Russian Federation,2012-04-08,2012,15,0
EUR,NH,NH,Russian Federation,2012-04-15,2012,16,0
EUR,NH,NH,Russian Federation,2012-04-22,2012,17,0
EUR,NH,NH,Russian Federation,2012-04-29,2012,18,0
EUR,NH,NH,Russian Federation,2012-05-06,2012,19,0
EUR,NH,NH,Russian Federation,2012-05-13,2012,20,0
EUR,NH,NH,Russian Federation,2012-05-20,2012,21,0
EUR,NH,NH,Russian Federation,2012-05-27,2012,22,0
EUR,NH,NH,Russian Federation,2012-06-03,2012,23,0
EUR,NH,NH,Russian Federation,2012-06-10,2012,24,0
EUR,NH,NH,Russian Federation,2012-06-17,2012,25,0
EUR,NH,NH,Russian Federation,2012-06-24,2012,26,0
EUR,NH,NH,Russian Federation,2012-07-01,2012,27,0
EUR,NH,NH,Russian Federation,2012-07-08,2012,28,0
EUR,NH,NH,Russian Federation,2012-07-15,2012,29,0
EUR,NH,NH,Russian Federation,2012-07-22,2012,30,0
EUR,NH,NH,Russian Federation,2012-07-29,2012,31,0
EUR,NH,NH,Russian Federation,2012-08-05,2012,32,0
EUR,NH,NH,Russian Federation,2012-08-12,2012,33,0
EUR,NH,NH,Russian Federation,2012-08-19,2012,34,0
EUR,NH,NH,Russian Federation,2012-08-26,2012,35,0
EUR,NH,NH,Russian Federation,2012-09-02,2012,36,0
EUR,NH,NH,Russian Federation,2012-09-09,2012,37,0
EUR,NH,NH,Russian Federation,2012-09-16,2012,38,0
EUR,NH,NH,Russian Federation,2012-09-23,2012,39,0
EUR,NH,NH,Russian Federation,2012-09-30,2012,40,0
EUR,NH,NH,Russian Federation,2012-10-07,2012,41,0
EUR,NH,NH,Russian Federation,2012-10-14,2012,42,0
EUR,NH,NH,Russian Federation,2012-10-21,2012,43,0
EUR,NH,NH,Russian Federation,2012-10-28,2012,44,0
EUR,NH,NH,Russian Federation,2012-11-04,2012,45,0
EUR,NH,NH,Russian Federation,2012-11-11,2012,46,0
EUR,NH,NH,Russian Federation,2012-11-18,2012,47,0
EUR,NH,NH,Russian Federation,2012-11-25,2012,48,0
EUR,NH,NH,Russian Federation,2012-12-02,2012,49,0
EUR,NH,NH,Russian Federation,2012-12-09,2012,50,0
EUR,NH,NH,Russian Federation,2012-12-16,2012,51,0
EUR,NH,NH,Russian Federation,2012-12-23,2012,52,0
EUR,NH,NH,Russian Federation,2012-12-30,2013,1,0
EUR,NH,NH,Russian Federation,2013-01-06,2013,2,0
EUR,NH,NH,Russian Federation,2013-01-13,2013,3,0
EUR,NH,NH,Russian Federation,2013-01-20,2013,4,0
EUR,NH,NH,Russian Federation,2013-01-27,2013,5,0
EUR,NH,NH,Russian Federation,2013-02-03,2013,6,0
EUR,NH,NH,Russian Federation,2013-02-10,2013,7,0
EUR,NH,NH,Russian Federation,2013-02-17,2013,8,0
EUR,NH,NH,Russian Federation,2013-02-24,2013,9,0
EUR,NH,NH,Russian Federation,2013-03-03,2013,10,0
EUR,NH,NH,Russian Federation,2013-03-10,2013,11,0
EUR,NH,NH,Russian Federation,2013-03-17,2013,12,0
EUR,NH,NH,Russian Federation,2013-03-24,2013,13,0
EUR,NH,NH,Russian Federation,2013-03-31,2013,14,0
EUR,NH,NH,Russian Federation,2013-04-07,2013,15,0
EUR,NH,NH,Russian Federation,2013-04-14,2013,16,0
EUR,NH,NH,Russian Federation,2013-04-21,2013,17,0
EUR,NH,NH,Russian Federation,2013-04-28,2013,18,0
EUR,NH,NH,Russian Federation,2013-05-05,2013,19,0
EUR,NH,NH,Russian Federation,2013-05-12,2013,20,0
EUR,NH,NH,Russian Federation,2013-05-19,2013,21,0
EUR,NH,NH,Russian Federation,2013-05-26,2013,22,0
EUR,NH,NH,Russian Federation,2013-06-02,2013,23,0
EUR,NH,NH,Russian Federation,2013-06-09,2013,24,0
EUR,NH,NH,Russian Federation,2013-06-16,2013,25,0
EUR,NH,NH,Russian Federation,2013-06-23,2013,26,0
EUR,NH,NH,Russian Federation,2013-06-30,2013,27,0
EUR,NH,NH,Russian Federation,2013-07-07,2013,28,0
EUR,NH,NH,Russian Federation,2013-07-14,2013,29,0
EUR,NH,NH,Russian Federation,2013-07-21,2013,30,0
EUR,NH,NH,Russian Federation,2013-07-28,2013,31,0
EUR,NH,NH,Russian Federation,2013-08-04,2013,32,0
EUR,NH,NH,Russian Federation,2013-08-11,2013,33,0
EUR,NH,NH,Russian Federation,2013-08-18,2013,34,0
EUR,NH,NH,Russian Federation,2013-08-25,2013,35,0
EUR,NH,NH,Russian Federation,2013-09-01,2013,36,0
EUR,NH,NH,Russian Federation,2013-09-08,2013,37,0
EUR,NH,NH,Russian Federation,2013-09-15,2013,38,0
EUR,NH,NH,Russian Federation,2013-09-22,2013,39,0
EUR,NH,NH,Russian Federation,2013-09-29,2013,40,0
EUR,NH,NH,Russian Federation,2013-09-29,2013,40,0
EUR,NH,NH,Russian Federation,2013-10-06,2013,41,0
EUR,NH,NH,Russian Federation,2013-10-06,2013,41,0
EUR,NH,NH,Russian Federation,2013-10-13,2013,42,0
EUR,NH,NH,Russian Federation,2013-10-13,2013,42,0
EUR,NH,NH,Russian Federation,2013-10-20,2013,43,0
EUR,NH,NH,Russian Federation,2013-10-20,2013,43,0
EUR,NH,NH,Russian Federation,2013-10-27,2013,44,0
EUR,NH,NH,Russian Federation,2013-10-27,2013,44,0
EUR,NH,NH,Russian Federation,2013-11-03,2013,45,0
EUR,NH,NH,Russian Federation,2013-11-03,2013,45,0
EUR,NH,NH,Russian Federation,2013-11-10,2013,46,0
EUR,NH,NH,Russian Federation,2013-11-10,2013,46,0
EUR,NH,NH,Russian Federation,2013-11-17,2013,47,0
EUR,NH,NH,Russian Federation,2013-11-17,2013,47,0
EUR,NH,NH,Russian Federation,2013-11-24,2013,48,0
EUR,NH,NH,Russian Federation,2013-11-24,2013,48,0
EUR,NH,NH,Russian Federation,2013-12-01,2013,49,0
EUR,NH,NH,Russian Federation,2013-12-01,2013,49,0
EUR,NH,NH,Russian Federation,2013-12-08,2013,50,0
EUR,NH,NH,Russian Federation,2013-12-08,2013,50,0
EUR,NH,NH,Russian Federation,2013-12-15,2013,51,0
EUR,NH,NH,Russian Federation,2013-12-15,2013,51,0
EUR,NH,NH,Russian Federation,2013-12-22,2013,52,0
EUR,NH,NH,Russian Federation,2013-12-22,2013,52,0
EUR,NH,NH,Russian Federation,2013-12-29,2014,1,0
EUR,NH,NH,Russian Federation,2013-12-29,2014,1,0
EUR,NH,NH,Russian Federation,2014-01-05,2014,2,0
EUR,NH,NH,Russian Federation,2014-01-05,2014,2,0
EUR,NH,NH,Russian Federation,2014-01-12,2014,3,0
EUR,NH,NH,Russian Federation,2014-01-12,2014,3,0
EUR,NH,NH,Russian Federation,2014-01-19,2014,4,0
EUR,NH,NH,Russian Federation,2014-01-19,2014,4,0
EUR,NH,NH,Russian Federation,2014-01-26,2014,5,0
EUR,NH,NH,Russian Federation,2014-01-26,2014,5,0
EUR,NH,NH,Russian Federation,2014-02-02,2014,6,0
EUR,NH,NH,Russian Federation,2014-02-02,2014,6,0
EUR,NH,NH,Russian Federation,2014-02-09,2014,7,0
EUR,NH,NH,Russian Federation,2014-02-09,2014,7,0
EUR,NH,NH,Russian Federation,2014-02-16,2014,8,0
EUR,NH,NH,Russian Federation,2014-02-16,2014,8,0
EUR,NH,NH,Russian Federation,2014-02-23,2014,9,0
EUR,NH,NH,Russian Federation,2014-02-23,2014,9,0
EUR,NH,NH,Russian Federation,2014-03-02,2014,10,0
EUR,NH,NH,Russian Federation,2014-03-02,2014,10,0
EUR,NH,NH,Russian Federation,2014-03-09,2014,11,0
EUR,NH,NH,Russian Federation,2014-03-09,2014,11,0
EUR,NH,NH,Russian Federation,2014-03-16,2014,12,0
EUR,NH,NH,Russian Federation,2014-03-16,2014,12,0
EUR,NH,NH,Russian Federation,2014-03-23,2014,13,0
EUR,NH,NH,Russian Federation,2014-03-23,2014,13,0
EUR,NH,NH,Russian Federation,2014-03-30,2014,14,0
EUR,NH,NH,Russian Federation,2014-03-30,2014,14,0
EUR,NH,NH,Russian Federation,2014-04-06,2014,15,0
EUR,NH,NH,Russian Federation,2014-04-06,2014,15,0
EUR,NH,NH,Russian Federation,2014-04-13,2014,16,0
EUR,NH,NH,Russian Federation,2014-04-13,2014,16,0
EUR,NH,NH,Russian Federation,2014-04-20,2014,17,0
EUR,NH,NH,Russian Federation,2014-04-20,2014,17,0
EUR,NH,NH,Russian Federation,2014-04-27,2014,18,0
EUR,NH,NH,Russian Federation,2014-04-27,2014,18,0
EUR,NH,NH,Russian Federation,2014-05-04,2014,19,0
EUR,NH,NH,Russian Federation,2014-05-04,2014,19,0
EUR,NH,NH,Russian Federation,2014-05-11,2014,20,0
EUR,NH,NH,Russian Federation,2014-05-11,2014,20,0
EUR,NH,NH,Russian Federation,2014-05-18,2014,21,0
EUR,NH,NH,Russian Federation,2014-05-18,2014,21,0
EUR,NH,NH,Russian Federation,2014-09-28,2014,40,0
EUR,NH,NH,Russian Federation,2014-09-28,2014,40,0
EUR,NH,NH,Russian Federation,2014-10-05,2014,41,0
EUR,NH,NH,Russian Federation,2014-10-05,2014,41,0
EUR,NH,NH,Russian Federation,2014-10-12,2014,42,0
EUR,NH,NH,Russian Federation,2014-10-12,2014,42,0
EUR,NH,NH,Russian Federation,2014-10-19,2014,43,0
EUR,NH,NH,Russian Federation,2014-10-19,2014,43,0
EUR,NH,NH,Russian Federation,2014-10-26,2014,44,0
EUR,NH,NH,Russian Federation,2014-10-26,2014,44,0
EUR,NH,NH,Russian Federation,2014-11-02,2014,45,0
EUR,NH,NH,Russian Federation,2014-11-02,2014,45,0
EUR,NH,NH,Russian Federation,2014-11-09,2014,46,0
EUR,NH,NH,Russian Federation,2014-11-09,2014,46,0
EUR,NH,NH,Russian Federation,2014-11-16,2014,47,0
EUR,NH,NH,Russian Federation,2014-11-16,2014,47,0
EUR,NH,NH,Russian Federation,2014-11-23,2014,48,0
EUR,NH,NH,Russian Federation,2014-11-23,2014,48,0
EUR,NH,NH,Russian Federation,2014-11-30,2014,49,0
EUR,NH,NH,Russian Federation,2014-11-30,2014,49,0
EUR,NH,NH,Russian Federation,2014-12-07,2014,50,0
EUR,NH,NH,Russian Federation,2014-12-07,2014,50,0
EUR,NH,NH,Russian Federation,2014-12-14,2014,51,0
EUR,NH,NH,Russian Federation,2014-12-14,2014,51,0
EUR,NH,NH,Russian Federation,2014-12-21,2014,52,0
EUR,NH,NH,Russian Federation,2014-12-21,2014,52,0
EUR,NH,NH,Russian Federation,2014-12-28,2014,53,0
EUR,NH,NH,Russian Federation,2014-12-28,2014,53,0
EUR,NH,NH,Russian Federation,2015-01-04,2015,1,0
EUR,NH,NH,Russian Federation,2015-01-04,2015,1,0
EUR,NH,NH,Russian Federation,2015-01-11,2015,2,0
EUR,NH,NH,Russian Federation,2015-01-11,2015,2,0
EUR,NH,NH,Russian Federation,2015-01-18,2015,3,0
EUR,NH,NH,Russian Federation,2015-01-18,2015,3,0
EUR,NH,NH,Russian Federation,2015-01-25,2015,4,0
EUR,NH,NH,Russian Federation,2015-01-25,2015,4,0
EUR,NH,NH,Russian Federation,2015-02-01,2015,5,0
EUR,NH,NH,Russian Federation,2015-02-01,2015,5,0
EUR,NH,NH,Russian Federation,2015-02-08,2015,6,0
EUR,NH,NH,Russian Federation,2015-02-08,2015,6,0
EUR,NH,NH,Russian Federation,2015-02-15,2015,7,0
EUR,NH,NH,Russian Federation,2015-02-15,2015,7,0
EUR,NH,NH,Russian Federation,2015-02-22,2015,8,0
EUR,NH,NH,Russian Federation,2015-02-22,2015,8,0
EUR,NH,NH,Russian Federation,2015-03-01,2015,9,0
EUR,NH,NH,Russian Federation,2015-03-01,2015,9,0
EUR,NH,NH,Russian Federation,2015-03-08,2015,10,0
EUR,NH,NH,Russian Federation,2015-03-08,2015,10,0
EUR,NH,NH,Russian Federation,2015-03-15,2015,11,0
EUR,NH,NH,Russian Federation,2015-03-15,2015,11,0
EUR,NH,NH,Russian Federation,2015-03-22,2015,12,0
EUR,NH,NH,Russian Federation,2015-03-22,2015,12,0
EUR,NH,NH,Russian Federation,2015-03-29,2015,13,0
EUR,NH,NH,Russian Federation,2015-03-29,2015,13,0
EUR,NH,NH,Russian Federation,2015-04-05,2015,14,0
EUR,NH,NH,Russian Federation,2015-04-05,2015,14,0
EUR,NH,NH,Russian Federation,2015-04-12,2015,15,0
EUR,NH,NH,Russian Federation,2015-04-12,2015,15,0
EUR,NH,NH,Russian Federation,2015-04-19,2015,16,0
EUR,NH,NH,Russian Federation,2015-04-19,2015,16,0
EUR,NH,NH,Russian Federation,2015-04-26,2015,17,0
EUR,NH,NH,Russian Federation,2015-04-26,2015,17,0
EUR,NH,NH,Russian Federation,2015-05-03,2015,18,0
EUR,NH,NH,Russian Federation,2015-05-03,2015,18,0
EUR,NH,NH,Russian Federation,2015-05-10,2015,19,0
EUR,NH,NH,Russian Federation,2015-05-10,2015,19,0
EUR,NH,NH,Russian Federation,2015-05-17,2015,20,0
EUR,NH,NH,Russian Federation,2015-05-17,2015,20,0
EUR,NH,NH,Russian Federation,2015-05-24,2015,21,0
EUR,NH,NH,Russian Federation,2015-05-24,2015,21,0
EUR,NH,NH,Russian Federation,2015-05-31,2015,22,0
EUR,NH,NH,Russian Federation,2015-05-31,2015,22,0
EUR,NH,NH,Russian Federation,2015-06-07,2015,23,0
EUR,NH,NH,Russian Federation,2015-06-07,2015,23,0
EUR,NH,NH,Russian Federation,2015-06-14,2015,24,0
EUR,NH,NH,Russian Federation,2015-06-14,2015,24,0
EUR,NH,NH,Russian Federation,2015-06-21,2015,25,0
EUR,NH,NH,Russian Federation,2015-06-21,2015,25,0
EUR,NH,NH,Russian Federation,2015-06-28,2015,26,0
EUR,NH,NH,Russian Federation,2015-06-28,2015,26,0
EUR,NH,NH,Russian Federation,2015-07-05,2015,27,0
EUR,NH,NH,Russian Federation,2015-07-05,2015,27,0
EUR,NH,NH,Russian Federation,2015-07-12,2015,28,0
EUR,NH,NH,Russian Federation,2015-07-12,2015,28,0
EUR,NH,NH,Russian Federation,2015-07-19,2015,29,0
EUR,NH,NH,Russian Federation,2015-07-19,2015,29,0
EUR,NH,NH,Russian Federation,2015-07-26,2015,30,0
EUR,NH,NH,Russian Federation,2015-07-26,2015,30,0
EUR,NH,NH,Russian Federation,2015-08-02,2015,31,0
EUR,NH,NH,Russian Federation,2015-08-02,2015,31,0
EUR,NH,NH,Russian Federation,2015-08-09,2015,32,0
EUR,NH,NH,Russian Federation,2015-08-09,2015,32,0
EUR,NH,NH,Russian Federation,2015-08-16,2015,33,0
EUR,NH,NH,Russian Federation,2015-08-16,2015,33,0
EUR,NH,NH,Russian Federation,2015-08-23,2015,34,0
EUR,NH,NH,Russian Federation,2015-08-23,2015,34,0
EUR,NH,NH,Russian Federation,2015-08-30,2015,35,0
EUR,NH,NH,Russian Federation,2015-08-30,2015,35,0
EUR,NH,NH,Russian Federation,2015-09-06,2015,36,0
EUR,NH,NH,Russian Federation,2015-09-06,2015,36,0
EUR,NH,NH,Russian Federation,2015-09-13,2015,37,0
EUR,NH,NH,Russian Federation,2015-09-13,2015,37,0
EUR,NH,NH,Russian Federation,2015-09-20,2015,38,0
EUR,NH,NH,Russian Federation,2015-09-20,2015,38,0
EUR,NH,NH,Russian Federation,2015-09-27,2015,39,0
EUR,NH,NH,Russian Federation,2015-09-27,2015,39,0
EUR,NH,NH,Russian Federation,2015-10-04,2015,40,0
EUR,NH,NH,Russian Federation,2015-10-04,2015,40,0
EUR,NH,NH,Russian Federation,2015-10-11,2015,41,0
EUR,NH,NH,Russian Federation,2015-10-11,2015,41,0
EUR,NH,NH,Russian Federation,2015-10-18,2015,42,0
EUR,NH,NH,Russian Federation,2015-10-18,2015,42,0
EUR,NH,NH,Russian Federation,2015-10-25,2015,43,0
EUR,NH,NH,Russian Federation,2015-10-25,2015,43,0
EUR,NH,NH,Russian Federation,2015-11-01,2015,44,0
EUR,NH,NH,Russian Federation,2015-11-01,2015,44,0
EUR,NH,NH,Russian Federation,2015-11-08,2015,45,0
EUR,NH,NH,Russian Federation,2015-11-08,2015,45,0
EUR,NH,NH,Russian Federation,2015-11-15,2015,46,0
EUR,NH,NH,Russian Federation,2015-11-15,2015,46,0
EUR,NH,NH,Russian Federation,2015-11-22,2015,47,0
EUR,NH,NH,Russian Federation,2015-11-22,2015,47,0
EUR,NH,NH,Russian Federation,2015-11-29,2015,48,0
EUR,NH,NH,Russian Federation,2015-11-29,2015,48,3
EUR,NH,NH,Russian Federation,2015-12-06,2015,49,4
EUR,NH,NH,Russian Federation,2015-12-06,2015,49,0
EUR,NH,NH,Russian Federation,2015-12-13,2015,50,0
EUR,NH,NH,Russian Federation,2015-12-13,2015,50,3
EUR,NH,NH,Russian Federation,2015-12-20,2015,51,0
EUR,NH,NH,Russian Federation,2015-12-20,2015,51,1
EUR,NH,NH,Russian Federation,2015-12-27,2015,52,0
EUR,NH,NH,Russian Federation,2015-12-27,2015,52,0
EUR,NH,NH,Russian Federation,2016-01-03,2016,1,0
EUR,NH,NH,Russian Federation,2016-01-03,2016,1,0
EUR,NH,NH,Russian Federation,2016-01-10,2016,2,0
EUR,NH,NH,Russian Federation,2016-01-10,2016,2,0
EUR,NH,NH,Russian Federation,2016-01-17,2016,3,3
EUR,NH,NH,Russian Federation,2016-01-17,2016,3,0
EUR,NH,NH,Russian Federation,2016-01-24,2016,4,0
EUR,NH,NH,Russian Federation,2016-01-24,2016,4,2
EUR,NH,NH,Russian Federation,2016-01-31,2016,5,0
EUR,NH,NH,Russian Federation,2016-01-31,2016,5,0
EUR,NH,NH,Russian Federation,2016-02-07,2016,6,3
EUR,NH,NH,Russian Federation,2016-02-07,2016,6,0
EUR,NH,NH,Russian Federation,2016-02-14,2016,7,3
EUR,NH,NH,Russian Federation,2016-02-14,2016,7,0
EUR,NH,NH,Russian Federation,2016-02-21,2016,8,2
EUR,NH,NH,Russian Federation,2016-02-21,2016,8,0
EUR,NH,NH,Russian Federation,2016-02-28,2016,9,0
EUR,NH,NH,Russian Federation,2016-02-28,2016,9,2
EUR,NH,NH,Russian Federation,2016-03-06,2016,10,1
EUR,NH,NH,Russian Federation,2016-03-06,2016,10,0
EUR,NH,NH,Russian Federation,2016-03-13,2016,11,1
EUR,NH,NH,Russian Federation,2016-03-13,2016,11,0
EUR,NH,NH,Russian Federation,2016-03-20,2016,12,0
EUR,NH,NH,Russian Federation,2016-03-20,2016,12,0
EUR,NH,NH,Russian Federation,2016-03-27,2016,13,0
EUR,NH,NH,Russian Federation,2016-03-27,2016,13,0
EUR,NH,NH,Russian Federation,2016-04-03,2016,14,0
EUR,NH,NH,Russian Federation,2016-04-03,2016,14,0
EUR,NH,NH,Russian Federation,2016-04-10,2016,15,0
EUR,NH,NH,Russian Federation,2016-04-10,2016,15,1
EUR,NH,NH,Russian Federation,2016-04-17,2016,16,0
EUR,NH,NH,Russian Federation,2016-04-17,2016,16,0
EUR,NH,NH,Russian Federation,2016-04-24,2016,17,0
EUR,NH,NH,Russian Federation,2016-04-24,2016,17,0
EUR,NH,NH,Russian Federation,2016-05-01,2016,18,0
EUR,NH,NH,Russian Federation,2016-05-01,2016,18,1
EUR,NH,NH,Russian Federation,2016-05-08,2016,19,3
EUR,NH,NH,Russian Federation,2016-05-08,2016,19,0
EUR,NH,NH,Russian Federation,2016-05-15,2016,20,0
EUR,NH,NH,Russian Federation,2016-05-15,2016,20,3
EUR,NH,NH,Russian Federation,2016-05-22,2016,21,0
EUR,NH,NH,Russian Federation,2016-05-22,2016,21,5
EUR,NH,NH,Russian Federation,2016-05-29,2016,22,0
EUR,NH,NH,Russian Federation,2016-05-29,2016,22,2
EUR,NH,NH,Russian Federation,2016-06-05,2016,23,1
EUR,NH,NH,Russian Federation,2016-06-05,2016,23,0
EUR,NH,NH,Russian Federation,2016-06-12,2016,24,0
EUR,NH,NH,Russian Federation,2016-06-12,2016,24,0
EUR,NH,NH,Russian Federation,2016-06-19,2016,25,0
EUR,NH,NH,Russian Federation,2016-06-19,2016,25,1
EUR,NH,NH,Russian Federation,2016-06-26,2016,26,0
EUR,NH,NH,Russian Federation,2016-06-26,2016,26,0
EUR,NH,NH,Russian Federation,2016-07-03,2016,27,0
EUR,NH,NH,Russian Federation,2016-07-03,2016,27,0
EUR,NH,NH,Russian Federation,2016-07-10,2016,28,0
EUR,NH,NH,Russian Federation,2016-07-10,2016,28,0
EUR,NH,NH,Russian Federation,2016-07-17,2016,29,0
EUR,NH,NH,Russian Federation,2016-07-17,2016,29,0
EUR,NH,NH,Russian Federation,2016-07-24,2016,30,0
EUR,NH,NH,Russian Federation,2016-07-24,2016,30,3
EUR,NH,NH,Russian Federation,2016-07-31,2016,31,0
EUR,NH,NH,Russian Federation,2016-07-31,2016,31,6
EUR,NH,NH,Russian Federation,2016-08-07,2016,32,3
EUR,NH,NH,Russian Federation,2016-08-07,2016,32,0
EUR,NH,NH,Russian Federation,2016-08-14,2016,33,2
EUR,NH,NH,Russian Federation,2016-08-14,2016,33,0
EUR,NH,NH,Russian Federation,2016-08-21,2016,34,2
EUR,NH,NH,Russian Federation,2016-08-21,2016,34,0
EUR,NH,NH,Russian Federation,2016-08-28,2016,35,1
EUR,NH,NH,Russian Federation,2016-08-28,2016,35,0
EUR,NH,NH,Russian Federation,2016-09-04,2016,36,0
EUR,NH,NH,Russian Federation,2016-09-04,2016,36,0
EUR,NH,NH,Russian Federation,2016-09-11,2016,37,0
EUR,NH,NH,Russian Federation,2016-09-11,2016,37,0
EUR,NH,NH,Russian Federation,2016-09-18,2016,38,2
EUR,NH,NH,Russian Federation,2016-09-18,2016,38,0
EUR,NH,NH,Russian Federation,2016-09-25,2016,39,0
EUR,NH,NH,Russian Federation,2016-09-25,2016,39,3
EUR,NH,NH,Russian Federation,2016-10-02,2016,40,1
EUR,NH,NH,Russian Federation,2016-10-02,2016,40,0
EUR,NH,NH,Russian Federation,2016-10-09,2016,41,0
